user_id,status,user_name,intro,followers,follow,watched_movies
naocanqiang,1,脑残枪,    原名 方枪枪如谷之歌 扎根泥土於風共存 與種子越冬 與鳥兒歌誦心中铭记的咒语只有和你一起的时候才能勇敢的念出,6304,630,910
14829134,1,牛奶.,,1,57,243
xiaobaojun,1,小宝君,工作邮箱 xiaobao q dor com对我来说 烹饪如同长期的恋爱 有庄严的时候 也有偶尔荒唐的时候 因为就像是恋爱里面 回首前尘的时候 总会想起记忆深处那些最快乐的时光 那些是一开头就会吸引你的故事 那些会让你一再回头来需要反复思量的故事 而很多时候烹饪是幸福的 因为它有着两人最美的回忆 想起那相视一笑的温馨 而有时候 它又是形单影只的 你可能会默默对着一桌子的珍馐 品味那属于孤寂的味蕾 因为恋爱如同烹饪 总是用简单的食材 如同那个最简单的你和我 奇妙的融合为最特别的一道菜 不管如何 我深深爱着它 我喜欢扑面而来那热腾腾的香气 它舒服地抚摸着我的每一个味蕾 让我感受昏黄灯光下那属于幸福的味道 而我更喜欢的 是为你 端上那一份只属于我们之间的相视而笑 眼色中的色香味 请不要浅尝辄止 因为 那个菜 叫做幸福        ,39409,420,384
damyata,1,David,the entry of the Gods into Valhalla ,1629,720,1579
60129758,1,枕梦,编辑 美而无用事物爱好者 ,79,79,457
1783224,1,方悄悄,多一些佛系少一些撕逼,43308,535,200
81605101,1,朱欢尘,全世界最了解古龙的人 ,14391,455,221
keso,1,keso,2005年4月7日注册豆瓣,9949,1735,114
154066421,1,媚外,大家好 我是媚外 现居巴黎 专写小众设计 一个女权主义者 也爱漂亮衣服 微信公号 媚外微博  媚外 买手店微信 thefemalegaze_2 请注明 豆瓣,33177,294,23
140200518,1,被子十七,雨中山果落 灯下草虫鸣,115,53,1164
guo_xu,1,幽灵不会哭,"快乐是一把温柔的枪26岁",2053,199,3185
fateholder,1,fateholder,"psychologist feminist humanist rationalist 职业 人生教练致力于跨越外在理论与自身实践的鸿沟 让自己和身边的人更幸福 不定期制作心理学领域的书籍 都可在http   iask sina com cn u 1408815407 ish   下载打包书籍下载请到 blog sina com cn fateholder博客上还有心理学入门 进阶书籍推荐及评价 电子书搜索 制作方法心理学爱好者请加 心理学书籍交流群 共同交流分享5群 205387128 欢迎加入(新开1000人群 欢迎加入)4群 168720202 (新开1000人群 欢迎加入)1群 42506864 ( 1000人已满)2群 145905758 (200人已满)3群 144066288 (200人已满)  """,2379,107,63
odding,1,Odding,Acoustic   Visual Storyteller 我是一只小机器人 我靠吃能量块儿为生 网站 http   oddingwang comInstagram http   instagram com odding新浪微博地址 http   t sina com cn odding豆瓣音乐人地址 http   site douban com odding                        足迹                           2007年11月 DEMO唱片 在夏天的深处  http   www douban com subject 2305606                                                        2010年11月 小人书<MY SEA> http   www douban com photos album 37519842                                                        <另外我还有个名字叫小螳螂小王子 ><然后我还有个名字叫米开朗基罗小乌龟 ><我还有个名字叫小乖猴 3 ><当我是小袋鼠的时候 我的名字就叫王袋袋>  如何是解脱    谁缚汝    如何是净土    谁垢汝    如何是涅磐    谁将生死与汝         五灯会元  Signature Jun 2006  左旋菊石◎对数螺线Jul 2006  左祖右社 上栋下宇Aug 2006  三分损益 五度相生,4721,1262,522
yangweili,1,螃蟹,blog地址 aida312 wordpress com    喜欢科幻 喜欢电影 所以自觉该算是生活过的不愿意太现实的那一归的 读书颇杂 自谓思想上崇尚老庄 中庸 向往可出世并入世 悲观而兼豁达,199,159,737
shinydaye,1,夏一慕,ShareMove时令福袋设计者 将人类复杂的内在性寄托在简朴的生活哲学之上 保持创造力 tag 健康 书写 金融店地址 https   weidian com s 228785407微信订阅号 ShareMove有趣 是一种超出平淡的愉悦 让人从宏大叙事和机械生产中脱出  锻炼并非比上班更喜欢 是宁愿推掉好友聚会 非擅长才做 是不会就学 非重在参与 是立志做好 非求外行点赞 是需高手揭短 非逃避压力 是积极生活  循环往复 以此为乐一些不定期分享的资料http   pan baidu com share home?uk 470115634 view share category type 0目前有 1  塑身一百天 管理表格  pdf2 跑步音乐精选  mp33 Insanity课表 餐单 视频 全 4  Born to Run  英文朗诵版  谢谢Smile 5 P90x 腹肌撕裂教程视频 mp46  番茄工作法 软件及学习资料 rar7  英国病人 原声带8 近代萧邦 傅聪版本  萧邦 夜曲  ape9 巴赫 十二平均律 和精选集  flac10  霍乱时期的爱情 英文朗诵版 mp311 赵孟頫 临兰亭序  jpg12  永恒和一日 电影原声带 谢谢金属弥赛亚 13 艾灵顿公爵演唱会 谢谢金属弥赛亚 14  思考 快与慢 英文朗诵版15 萨蒂钢琴曲集16 1975 Kolon演奏会 即兴爵士的经典之作 17  牛津通识读本 171册 英 pdf18  肖申克的救赎  剧本 19 上传了一批男鹿和雄等大师们的画作教程 累 20  禅与摩托车维修艺术  最近喜欢的一本 mobi21 金刚功练习视频 22 手账月历和周历版 可打印  pdf23 穷查理宝典 英文原版 pdf搬运了一个26T的云盘资源 自行在列表中寻找那个txt文档   后来分享内容越来越多了 大家找找看喜欢的吧  2015年末终于开了个博 http   weibo com sharemove2014来函至  shirley tai outlook com,37750,88,562
pushusep,1,朴九月,2018 我要 丰富The Next Level Me 声明 已不接受任何形式的约稿 于本站内发布的任何文字及动态皆与我本人的供职单位无关,21098,1172,1247
chunwan,1,我来我征服,手控 演技控 声音控  直到看 四重奏 想嫁给宫九时才知道自己不是颜控 ,10813,525,1128
qiusebolianbo,1,秋色波连波,在我的梦里 塔里木河 孔雀河流到罗布泊      彼诸山中 有种种河 百道流散 平顺向下 渐渐安行 不缓不急 无有波浪 其岸不深 平浅易涉 其水清澄 众华覆上 阔半由旬 水流遍满 诸河两岸 有种种林 随水而生 枝叶映覆 种种香华 种种杂果 青草弥布 众鸟和鸣        起世经 相册中所有图片均来自网络 版权归原作者所有 请勿作商用 ,73985,1046,329
astroguoguo,1,瞬,留多点时间让我自己琢磨,78,65,40
rubin01,1,万千朋友仔,自由之精神 就是对何谓正确不那么确定的精神 weibo http   weibo com brandybuckInstagram http   instagram com rubin01Last fm http   cn last fm user rubin01Chat with me in Telegram https   t me rubin01,669,165,780
vampireamos,1,吃菜大王,A self loathing neurotic  not worth following唯一符合牛顿第三定律的情绪是讨厌 当你讨厌一个人的时候 那个人肯定也讨厌着你看过的https   www douban com note 270691280 http   vampireamos blogcn com,3611,120,3026
Aragon,1,魔怪脑残粉四狗,INTJ很低俗非常无趣老年下载党进度条爱好者下载党过气党员初级古典乐迷一枚Opera浏览器万年粉 很无趣 不建议关注  一个长草的博客 http   glgxs lofter com 微博不常用QQ和微信熟人可加心情不好的时候 http   wuluwu me 蓝光 http   www blu ray com http   www bluraysteelbooks com 看球 http   www realtvsport com http   bugu cntv cn live_cctv5 index shtmlhttp   live video sina com cn room ucl2浏览器 http   get opera com ftp pub opera desktop http   get geo opera com ftp pub opera win 1217 int 书 http   libgen io,2106,326,1999
119869359,1,随风飘洋,不喜欢过多关注,31,54,258
yellowyang,1,柏唯希,"如果人无理想 你同咸鱼有咩分别 """,,,
____________________________________,,,,,,
" ""不要同情自己 同情自己是卑劣懦夫干的勾当""",,,,,,
                                                                      永泽,,,,,,
____________________________________,,,,,,
" ""Sometimes you win   sometimes you learn""",,,,,,
                                                                      Robort,,,,,,
____________________________________,,,,,,
 在北京 说粤语,,,,,,
" 微博 Yellow_Yang   """,7,68,206,,,
156128201,1,随风起舞,豆瓣也变质了    ,248,270,43
2429292,1,优游卒岁,blog地址 http   blog sina com cn u 2810216910,1320,96,2780
cuoa,1,阿措~❤,猛兽好斗淘宝狗你就当我是大山炮就完了淘宝店 https   shop109406187 taobao com search htm?spm 2013 1 w5002 6160676534 1 6ed05691qrGkjv search y 卖特产微博 亲爱的阿措 晦暗的一月是教堂司仪站在坟茔 二月把棺木扛在肩上三月痛哭四月在啜泣可是你们随后的时辰啊请带来五月盛放的鲜花,30133,221,135
babykitty,1,墨墨, ,28420,629,1086
11630561,1,简·由,老师说  年轻 美丽 有思想 千万不要被包养  ,10,20,725
qinxinsandie,1,茱萝纪,热爱工作 不务正业乐在当下 不悔过去博物致志 http   www douban com group articience ,14839,400,356
achen89,1,无聊的阿辰,   ,3627,1,137
iqinqian,1,秦汧,微博 http   weibo com qinqianqin知乎 http   www zhihu com people qinqian 77技术贴汇总 http   www guokr com i 0306398269 posts 小组 凭什么最光鲜的时候没有美好性生活http   www douban com group 170726 关注只是好奇 经常随意取消擅写性爱技术帖 乱写感情文消遣水瓶座 升金牛                 一张贱嘴 杀遍所有的温柔  一点善意 吻遍仅存的悲悯  一手咸湿 写遍想要的性爱 一身床技 献给我亲爱的你 你我若是泛泛之交 何必在意我的来来去去,36896,278,488
33323842,1,不失一般性,一个人一台电脑一辈子,6,121,423
pinkskin,1,木姑娘,微信公众号 粉皮er A4 waist 二千金 EQJerqianjin 用身体丈量空间 用感受定义时间,2961,358,1058
COCOTTE,1,徐晚晚,鮮嫩多汁娘 擅長扒衣约片及工作联系 timeplayingqueen gmail com,11847,745,2154
87488888,1,苏怀瑾,,6,5,321
Curesansan,1,不去,http   www daiong com  ,1335,30,5674
1109340,1,yuanyuan,爱电影 爱看书 爱旅游 作息规律,12,11,2960
159028029,1,偷懒的猫,,216,277,27
Wannasoft,1,天使大哥, 生在海边 五道口工科男 大学讲师,6371,69,625
MOMOWOWO,1,清秋雨薇MOMO,原用豆瓣名 MOMO 一棵开花的树 blog地址 http   qingqiuyuwei blog 163 com 我喜欢默默地被你注视 默默地注视你微信公众号   微信读书   知乎 清秋雨薇MOMO心灵的栖息地(我的微博)http   weibo com 2432273600若要转载我的文字请先和我豆油联系 只挂个作者名却不联系我的转载拒不接受 你睡下了 我仍醒着 这样真好 我们的思念就不会断了,3717,180,733
fangluoluo,1,方洛洛,新书 我为什么不结婚 各大网站均有销售 我愿讲个故事 把你的心境道破 我想开个茶馆 听你把心事道尽 微信订阅号 方洛洛 fangluoluostory 我的小店 https   weidian com ?userid 1271304121 ifr shopdetail wfr c欢迎有故事的同学来撩我 想要咨询情感问题的亲 可以发豆邮讲述你的困惑 我会不定期回复 并将来信和回复发在网上 如果想一对一情感咨询 需付费 每半小时200元 可电话 可微信 达成意向后 先付后聊,30164,87,1085
145913413,1,邹四方,,1,5,529
musofan,1,建筑民工,_The best way to predict the future is to design it _Buckminster FullerArchitecture is always about re designing human _Mark Wigley2018 [Reborn]01 12 14 Mountain View  CA01 16 17 Boston  MA02 23 26 Oakland  CA03 12 15 Austin  TX SXSW05 02 04 Los Angeles  CA06 08 12 Boston  MA06 15 17 Orlando  FL06 19 20 Hong Kong06 20 21 上海06 21 23 福建福州06 24 26 江苏南京06 27 28 广东深圳06 29 30 广东东莞07 01 04 广东深圳07 06 10 上海07 10 12 浙江杭州07 12 14 山东烟台07 14 16 浙江嘉善2017 [Expansion] 34243km 01 31 02 Zurich  Switzerland02 02 06 Barcelona  Spain02 06 08 Madrid  Spain02 08 12 Paris  France06 21 24 Miami  FL06 24 26 Key West  FL08 12 13 Boston  MA09 26 30 Los Angeles  CA10 5 09 Cambridge  MA12 1 05 San Francisco  CA2016 [Implementation] 8736km01 02 05 Toronto  Canada03 13 15 Tucson  AZ03 15 17 Phoenix  AZ03 18 20 Page  AZ03 21 23 Las Vegas  NV05 15 16 Philadelphia  PA05 16 18 Washington  D C07 23 24 Boston  MA10 07 10 Cambridge  MA2015 [Absorption] 25144km04 03 07 山东莱州05 15 23 山东烟台05 23 31 上海08 08 09 Elizabeth  NJ10 06 07 Berkeley CA10 07 08 Fremont  CA10 08 09 Palo Alto  CA10 09 11 San Francisco  CA12 26 27 Woodbury  NY12 27 28 Niagara Falls  Canada 12 28 01 London  Canada2014 [Patience] 36777km01 09 10 山东烟台02 01 06 山东烟台04 09 10 新疆乌鲁木齐04 10 11 新疆阿勒泰04 12 13 江苏江阴05 07 10 北京05 16 18 辽宁大连 05 24 25 江苏天目湖06 07 08 浙江西塘07 08 10 广东广州07 11 12 广东深圳08 16 17 海南海口08 17 18 海南文昌08 18 19 海南三亚09 27 28 北京10 05 08 山东烟台10 28 29 新疆乌鲁木齐10 30 02 新疆克拉玛依11 25 26 上海崇明11 29 30 浙江宁波2013[Encounter] 18981km02 03 13 山东烟台03 06 07 Kuala Lumpur  Malaysia03 07 17 Bali  Indonesia06 29 30 浙江杭州09 27 02 北京10 02 08 Tokyo  Japan11 07 10 山东烟台https   site douban com musofan http   weibo com p 1005051842082683https   www instagram com musofan,6343,254,1444
loewe82,1,Loewe,当格里高 萨姆莎从烦躁不安的梦中醒来时 发现他在床上变成了一个巨大的火龙果1某一天 一只鸟儿停在我的肩头Give Me Shadow  Put On My Crown2OH LADY!你周游了整个城堡 却未曾见过你那半残的爱人快 戴上你的皇冠 去参加你的喜筵 3孤独的花园 芬香是破碎的暗语双肺间的岁月 燃烧着唇齿燥热的温度你对自己说不要怕4大爆炸 zhihu com people loewehttp   www xiami com u 12821http   weibo com loewelau Born To Die Side By Side 不抱怨不解释 OVER,3386,84,1172
xiangrikui,1,冬季向日葵,12月23日太阳摩羯月亮处女instagram  xiekui      twitter xiekui饭否 http   fanfou com dongjixiangrikui微博 http   weibo com dongjixiangrikui知乎 www zhihu com people dongjixiangrikui小组爱上向日葵 http   www douban com group aixiangrikui 情绪稳定 微信 410105007,2513,1007,1132
3323718,1,莲生,我带上一把木梳去看你 在年少轻狂的南风里 去那个有你的省 那座东经118度北纬32度的城 我没有百宝箱 只有这把桃花心木梳子 梳理闲愁和微微的偏头疼   路也 木梳                                         朝开而暮落的木槿花月夜低头啊想着他记忆着已经流逝的那一段时光温柔而坚持地在月光下我们都一样 少了些潇洒所以在失落时 还守着优雅  木槿花                                         善良的姑娘 好心的姑娘 愿你永远一路平安 古诗说天涯若比邻 又说相见时难别亦难 就请你仔细打点行囊 记得带上茶叶 唐诗和盘缠   王怜花 赠别的歌谣                                         明天还在黑夜那边还很遥远北冰洋里的鱼现在 不会梦见我们  顾城 归来 有些话我只说给你听 豆瓣就是感情垃圾桶和烦恼回收站,220,171,743
tin,1,tiiiiiiiiin,莫问新欢与旧愁 浅颦微笑总风流 ,863,871,2364
gudajun518888,1,电影谷sir,有些事情现在不去做 以后就不会去做了 ,1043,444,717
79646239,1,TeresaK,江湖人称 毒药姑娘      曾用名 毒密码DD 生活这件事 再难也别将就 当当购买链接 http   product dangdang com 23946647 html?_ddclickunion P 306226 72296493 s26770589京东购买链接 http   item jd com 11906493 html?jd_pop 93ce3fb8 f8aa 4fe4 8284 9d360d9251ef abt 3,15167,59,45
yummyhue,1,yihan爱书橱,(通告 搭了独立博客 记录了我对生活的观察与思考 https   yihanxu github io 记不住的话 Google yihan 文字园艺 就可以 Yahweh is my shepherd  I shall not want Yes  I know what plan I have in mind for you  Yihan  Yahweh declares  plans for peace  not for disaster  to give you a future and hope  When you call to me and come and pray to me  I shall listen to you  When you search for me  you will find me  when you search wholeheartedly for me  I shall let you find me  Yihan       Jeremiah 29 11 14It is not the books written in direct defense of Materialism that make the modern man a materialist  it is the materialistic assumptions in all the other books  In the same way  it is not books on Christianity that will really trouble him  But he would be troubled if  whenever he wanted a cheap popular introduction to some science  the best work on the market was always by a Christian   C S  Lewis在逻辑的盲区 或人智的绝地 勿期圆满 但你的问 是你的路 你的问 是有限铺向无限的路 是神之无限对人之有限的召唤 是人之有限对神之无限的皈依 尼采有诗  自从我放弃了寻找 我就学会了找到  我的意见却是 自从我学会了寻找 我就已经找到   史铁生  你们祈求 就给你们 寻找 就寻见 叩门 就给你们开门    马太福音7 7  祈求寻找叩门   集思广问 系列视频专辑  http   i youku com jeromefellows一起读 圣经 http   www douban com group topic 37965969 啃砖头阅读者俱乐部http   www douban com group bookminer ?ref sidebar视频   杰罗姆之友视频翻译小组http   i youku com jeromefellows,779,150,232
rikuharu,1,宝珠, 你的年龄不会增加 对吗  因为我是形而上学的女孩呀 ,26,118,1219
2350371,1,竹顶针,j,6480,125,283
yican,1,红皇后,所谓风流 就是不忘露水寂静之味 blog地址 blog sina com cn CorazondeMelaoQQ 106856921有事请豆邮 我想如果给女孩子分类的话 总有一型是叫做红皇后型的吧 外表内心都强硬如冰 却总是祈求美好的感情 我是沉醉在自己内心世界的井底之蛙热爱着自己小小的蜗牛的家常常抬头仰望天空飞鸟作势飞翔的胖鱼享受着只唱响了一个夏天的鸣蝉之爱热爱读书 写字 听歌 电影 美妆及一切生活中的美好 同时也承受生活中的不美好 不断充盈内心 努力前行的家伙 今年希望做件大事情 我想应对生活的正确态度应该是 永远保持适当的警惕 却又要在当下与他达成和解 以后不喜欢的书再也不约 是时间的浪费 也是对书籍的浪费,1640,529,1788
Uroboros,1,水仙操,万事可忘,944,0,3791
3401380,1,鬼叔,赵歆宇 创意美食设计师出版美食图书 我是你的菜 个人公众号 食酒HOW 微博  食酒HOW_鬼叔instagram shijiu_how  顶级厨师第二季 全国十强  味觉大战 全国 四强  ,16187,482,2446
SM0916,1,SM,特绝望 ,3001,466,1877
Grubby0126,1,李小饱,や おはよう~諸君~今日はちょっと人生という道に迷てなあ~(●´▽｀●)曾几何时 我也用生命搅基过 哭过笑过吵过闹过 时间走过 发现豆瓣上的友情也不过如此 轻如蝉翼比纸薄 现在也只想做个勤劳勇敢爱花钱 不给政府添麻烦的普通用户 不搅基不开店不求红不围观  取消关注请拉黑 你说我也从来不主动关注和求关注 我礼貌性地回关你还默默地突然单向取消 你是不是伤害我感情 大家萍水相逢无冤无仇 你这么伤害我合适么  重要声明 一 非典型图党 从不求推荐求关注 慎关注 二 求链接的我求你别求我 我真不是你妈 三 从不盗谁图 道德卫士可以死走了 四 我又不是红人 你 求 我推荐有用么 五 插画是喜好 收藏是癖好 来源是官网 相册描述是个人见解 所以这么主观的相册千万不要照搬照抄 侵犯我领土主权我不乐意 ↑↑ 以上言论纯属装逼 如有冒犯 你打我啊  下面都是各种叨叨 估计也没人看 但是你连介绍都不看完你瞎关注什么 Tag  吃货  红色控  蛇精病  购物狂  Dota狗  B站死宅  史上最称职妇女之友                               听     soft lipa   国蛋RPG       AP满人户川纯    茶米Davi              MC dog    2pac          James MorrisonPg Lost    DJ okawari              Nujabes        顽童MJ116_Eso                  Ken the 390    Pompeii E S AudiomachineTwo steps from hellImmediate MusicE S Posthumus L      Nicholas Cage           Kim Hyun Joong     Amanda Seyfried         Roxane Mesquida小栗旬         北条司      松岛枫三池崇史    小田切让    伊藤润二  佐伯俊男    松本潮里    梅泽春人花井美纱    滨崎莉绪    星野亚希丸尾末広     羽田爱        黄玉郎         周德东       李碧华            黄秋生         吴镇宇        老胡             袁萌萌       金基德      空知英秋  看         Criminal Minds        Grey s Anatomy        NCIS        Discovery        The Big Bang Theory        Lie to me2 broke girls        Bones银魂    微博 http   t 163 com Grubby1219 http   weibo com grubby1219 Twitter https   twitter com grubby1219 Facebook grubby1219 live cn❤每日打卡❤http   www bilibili tv video av177443 http   www bilibili tv video av337840 http   www bilibili tv video av551718 http   www bilibili tv video av976435   B型 水瓶 女   上升狮子 月亮处女 水星水瓶 金星摩羯 火星金牛  木星金牛 土星摩羯 天王摩羯 海王摩羯 冥王天蝎 八字日主 丙戌  自由派以食神为主 所谓的民主自由人士 本性平和 处世公平 宽厚平和 不卑不亢 明事体 处事大方有一定的学识和气概 喜欢读书和接受新事物 喜欢洒脱和不受拘束的生活方式 所以 上进心比较强 通情达理 个性也不会很招摇 兴趣广泛 悟性也不错 不过需要一种坚定的意识形态来做支撑 否则容易被同化 也就是说 适应力强 去哪里都会适应那里的生活状态 乐此不疲 忘了自己的使命和责任                   ❤快速上传通道❤         ↓ ↓ 关于 职业  http   www douban com photos album 58112975  关于生活 http   www douban com photos album 28695542  关于基情事业 http   www douban com photos album 58453864  要是没个吃的相册老子还混个屁啊  http   www douban com photos album 47420104  只有衬衫才是永远不会离开你的好基友 http   www douban com photos album 62871889  诶屁屁 http   www douban com photos album 58862955  海燕呐 你也喜欢背心咩  http   www douban com photos album 66203768  Brother want these http   www douban com photos album 48300404  男神博物馆 http   www douban com photos album 58961844 ￣ー￣)ノ)))))))) またね ♪,7182,132,1526
MademoiselleXie,1,低首尘埃,安静的享乐主义者 ♪,292,19,2123
Dharmabum,1,S/Z,开始全新的豆瓣之旅吧 ,2963,26,551
gkwind,1,宇镭,未来局 ,809,166,147
xiaojia86,1,肖浑,没谱青年个人公众号 肖浑  ID wohenxiaohun 辞职后成为自由职业者 靠写公号活着 随心所欲地写 随心所欲地活 觉得没有比这更好的生活方式了 猥琐男 闷骚男 分裂男 冷淡男 迟钝男 暧昧男 羸弱男 纠结男 薄情男 敏感男 迷糊男 压抑男 犯贱男 装逼男年度之选候选  美国十讲  资中筠 异乡记  张爱玲 狂热分子  埃里克 霍弗 黑暗中的笑声  纳博科夫 等待  哈金 无人生还  阿加莎 克里斯蒂 莎士比亚悲剧集  莎士比亚 三体  刘慈欣 革命之路  凯特 温丝莱特 莱昂纳多 迪卡普里奥 诺丁山  休 格兰特 朱莉娅 罗伯茨 记我的母亲  树木希林 役所广司 郎心似铁  偷龙转凤  彼得 奥图尔 我的诗篇  苏菲的抉择  梅丽尔 斯特里普 妖猫传  三块广告牌  弗兰西斯 麦克多蒙德 至暗时刻  加里 奥德曼 小羊肖恩  二十二  隐藏人物  永不妥协  茱莉亚 罗伯茨 起跑线  薄荷糖  薛耿求 尽善尽美  杰克 尼科尔森 海伦 亨特 奇迹男孩  雅各布 特伦布莱 诺亚 尤佩 后来的我们  井柏然 周冬雨 春天不是读书天  马修 布罗德里克 抢钱夫妻  许冠文 高考  寻梦环游记  爱你 西蒙  鸡同鸭讲  许冠文 金色池塘  凯瑟琳 赫本 亨利 方达 忘不了  刘青云 我不是药神  徐峥 邪不压正  彭于晏 爱是妥协  杰克 尼科尔森 黛安 基顿 大丈夫  窃听大阴谋  吉恩 哈克曼 无语问苍天  罗宾 威廉姆斯 罗伯特 德尼罗 甜言蜜语  古天乐 马斯顿教授与神奇女侠  七年之痒  马文的房间  黛安 基顿 梅丽尔 斯特里普 莱昂纳多 迪卡普里奥范晓萱  Darling 专辑王芷蕾  冷冷的夏  流沙 罗大佑  原乡 专辑罗大佑  啊 停不住的爱人  时光在慢慢消失  人生爱继续 王菲  无问西东 张韶涵  阿刁 汪峰 刘昊霖  儿时 王菲 那英  岁月 黄玠  在一片黑暗之中 专辑陶喆  太平盛世 专辑谭咏麟  难舍难分 戴佩妮  就是你  周华健  你现在还好吗 辛晓琪  迷途 杨宗纬 叶蓓  我们好像在哪见过 丢火车  晚安 梁咏琪  口香糖 梁静茹  勇气 专辑凤飞飞  浮世情怀 曾轶可  Anti ! Yico 专辑郑怡  心情 专辑信阳热干面信阳师院东门小吃鸡蛋灌饼红房子摇滚炒鸡基调被封,16588,100,1483
jagpumpkin,1,jagpumpkin,Limited in my nature  infinite in my desires 兴趣 普通英俊 禁欲气质   会阅读的小青工Gidon Kremer   Astor Piazzollasoccer    movie热爱豁出一切胜得漂亮死得漂亮打法荷兰板鸭巴萨阿森纳拥趸狂轰滥炸大片消遣者罪案剧爱好者英剧饭Brit Pop听觉惯性小提大提粉,474,196,1709
trap_exit,1,黄小毛,假如生活欺骗了你,962,918,1044
158207121,1,我不是Luisa,二次元古风圈 德语狗 在学营销,23,17,121
trininottrinity,1,雪·法妮奥,读书属性 杂 宫部阿姑一生控 田中坑神一生怨  新本命 西方奇幻坑王  布兰登 山德森 家有猫狗 虽然从主页看不出来O(∩_∩)O很多被害者的遗属带着几近绝望的愤怒抗诉 要求给罪犯者更重的刑罚 要求处以极刑 要说为什么他们的愤怒会如此强烈 那是因为这些犯人中 很多人都不为自己犯下的罪行感到悔恨 唯一的悔恨只是自己被逮住 为了让审判对自己有利 他们会演一些令人作呕的小把戏 这样的小把戏 被害人家属一眼就能看穿 他们说自己的成长经历 说自己不被父母爱护 说社会对自己不理不睬 尽说这些让人腻烦的狡辩和自欺的废话 我告诉你们 即便是被塞进同样的环境 不 即便是遭遇更残酷的命运 很多人也绝不会犯罪 绝不会去伤害 欺骗 抢劫 杀害他人 沾染毒品 欺诈老年人 汇款欺诈 抢劫 强奸 杀人 会那么轻易地剥夺他人的尊严的人 他心琴的弦早就一根不剩了 一根不剩   天海佑希  Gold ,2252,1865,891
sky_shadow,1,LF,好奇宝宝,2716,174,759
fxxkthis,1,谭不爽,公众号 谭不爽weibo weibo com fxxkdashuangzi不接推广不免费授权转载豆瓣只是个记录和分享生活 自说自话的地方 杠精勿扰,21004,202,2193
108675266,1,等风来离开你,有风就有云 有云就有雨 有雨就有我,231,247,37
114340940,1,王丁丁,演电影的周星星 写故事的王丁丁草在结它的种子 风在摇它的叶子 我们站着 不说话 就十分美好  你把田野收割一空 留下凋零的一万只眼睛我看到星星掉进海里 溅起的浪花是你的眸                                                              Franco 小细菌  好故事就应该让你先笑再哭 然后砸碎你的心肝                                                            恰克帕拉尼克,12450,507,122
saintdump,1,saintdump,Ghost in the shell,587,91,1393
PhayTsukiming,1,盗,此帐号曾用于 Profiling,300,95,218
